"","CSIScontractID","IDV","FxCb","Fee","Comp","Link","MDAP","unmodifiedSystemequipmentcode","Who","What","Intl","PSR","LowCeil","Ceil","Dur","SingleOffer","Offr","Soft","UCA","CRai","NChg","Veh","UnmodifiedNumberOfOffersReceived","Term","UnmodifiedContractBaseAndAllOptionsValue","SumOfisChangeOrder","pChangeOrderUnmodifiedBaseAndAll","pChangeOrderObligated","UnmodifiedDays","MinOfEffectiveDate","Action.Obligation","ContractCount","StartFiscalYear","UnmodifiedCompletionDate","EndAfterPeriod","Graph","TermNum"
"3575343",18945451,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",84337927,0,0,0,92.95833,2010-01-28,84337927,1,2010,2010-04-30,FALSE,FALSE,0
"2682853",24559293,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",9,"Unterminated",84220350,0,0,0,383,2008-01-15,84220350,1,2008,2009-02-01,FALSE,FALSE,0
"4714984",18631408,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",84179440,0,0,0,534.0417,2007-07-17,71699458,1,2007,2009-01-01,FALSE,FALSE,0
"1885660",24893284,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",84171120,0,0,0,366,2011-03-31,73223.74,1,2011,2012-03-31,FALSE,FALSE,0
"4082448",8319406,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",3,"Unterminated",84106174,0,0,0,490.0417,2011-09-30,93889257,1,2011,2013-02-01,FALSE,FALSE,0
"2809154",24502893,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",4,"Unterminated",83995200,0,0,0,211.0417,2007-08-02,57043478,1,2007,2008-02-29,FALSE,FALSE,0
"3750167",8488251,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",5,"Unterminated",83947000,11,0.1131071,0.09877382,603.0417,2007-05-09,96128710,1,2007,2009-01-01,FALSE,FALSE,0
"3460261",9132824,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","MULTIPLE AWARD",4,"Unterminated",83912063,5,0,0,364,2007-08-23,63949790,1,2007,2008-08-21,FALSE,FALSE,0
"3584197",3476545,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Navy","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[  -Inf,-0.001)","   1","Def/Pur",5,"Unterminated",83838018,1,-0.004711466,-0.004743031,736,2008-03-26,83280072,1,2008,2010-04-01,FALSE,FALSE,0
"4660233",24508553,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Weapons and Ammunition","Any International","Products","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","SINGLE AWARD",4,"Unterminated",83825709,3,0,0,1806,2008-09-09,87787709,1,2008,2013-08-20,FALSE,FALSE,0
"2341529",10123873,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Air Force","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",30,"Unterminated",83699050,0,0,0,639,2009-09-30,8952223,1,2009,2011-07-01,FALSE,FALSE,0
"1749277",24982039,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",3,"Terminated",83619394,0,0,0,371,2010-09-24,0,1,2010,2011-09-30,FALSE,TRUE,1
"4409639",9171905,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","2","Not Software Eng.","Not UCA","[  -Inf,-0.001)","   1","SINGLE AWARD",2,"Unterminated",83610514,1,-0.00679248,-0.006838933,474.0417,2007-09-07,83042591,1,2007,2008-12-24,FALSE,FALSE,0
"3663906",18802738,"IDV","Cost-Based","Combination or Other Fee","Comp.","[1,750)","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",6,"Unterminated",83594810,0,0,0,777.9583,2007-02-13,81903217,1,2007,2009-03-31,FALSE,FALSE,0
"1023640",20424516,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",9,"Unterminated",83510589,0,0,0,200.0417,2007-06-15,187173734,1,2007,2008-01-01,FALSE,FALSE,0
"4187545",8017724,NA,"Cost-Based","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Other","Any International","R&D","[30m+]","75m+",NA,"Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",83445681,0,0,0,NA,2007-09-28,0,1,2007,NA,NA,FALSE,0
"3811005",10060558,"IDV","Combination or Other","Combination or Other Fee","Comp.","[1,750)","No label",NA,"Air Force","Aircraft and Drones","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",6,"Unterminated",83252428,0,0,0,747,2012-05-15,32106396,1,2012,2014-06-01,FALSE,FALSE,0
"111433",18800873,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",2,"Unterminated",83229860,0,0,0,851.9583,2006-12-01,77534386,1,2007,2009-03-31,FALSE,FALSE,0
"4162523",19010691,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Navy","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Unterminated",83123418,0,0,0,2047,2007-03-26,55934217,1,2007,2012-11-01,FALSE,FALSE,0
"3395396",24893008,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",5,"Unterminated",83079888,0,0,0,362,2009-07-06,84683.87,1,2009,2010-07-03,FALSE,FALSE,0
"3569456",19138944,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Navy","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","2","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","MULTIPLE AWARD",2,"Unterminated",83017605,17,0.0424111,0.103769,639,2009-09-30,33929855,1,2009,2011-07-01,FALSE,FALSE,0
"1443463",18919850,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Navy","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[ 0.150,   Inf]","   1","SINGLE AWARD",1,"Unterminated",82924786,1,1.964341,0.002232725,366,2009-12-09,163257036,1,2010,2010-12-10,FALSE,FALSE,0
"2826139",24721428,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","MULTIPLE AWARD",7,"Unterminated",82906095,1,0.001594804,0.001599082,759,2010-09-22,82684340,1,2010,2012-10-20,FALSE,FALSE,0
"2977687",24982140,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[1,750)","No label",NA,"Army","Electronics and Communications","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Single","1","Possible Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","MULTIPLE AWARD",1,"Unterminated",82706692,5,0.03710899,0.04478925,365,2009-08-26,68524529,1,2009,2010-08-26,FALSE,FALSE,0
"3565829",10131381,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","Labeled MDAP","517","Air Force","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",82700000,0,0,0,128,2010-05-11,1075808,1,2010,2010-09-16,FALSE,FALSE,0
"4571147",8441964,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",9,"Unterminated",82676081,35,0.07543941,0.05627426,617,2010-07-15,94121085,1,2010,2012-03-23,FALSE,FALSE,0
"910991",24750697,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","SINGLE AWARD",10,"Unterminated",82670701,6,-0.0007630999,-0.0006305787,779,2009-08-13,100044615,1,2009,2011-10-01,FALSE,FALSE,0
"1473732",24503470,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","Labeled MDAP","219","Army","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",82618234,0,0,0,880.9583,2008-03-03,82618234,1,2008,2010-07-31,FALSE,FALSE,0
"1314241",20426667,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",26,"Unterminated",82327101,0,0,0,402,2009-03-25,82327101,1,2009,2010-05-01,FALSE,FALSE,0
"119855",24893173,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Unterminated",82315478,0,0,0,156.0417,2010-07-28,69081.48,1,2010,2010-12-31,FALSE,FALSE,0
"4418223",10073558,"IDV","Combination or Other","Combination or Other Fee","Comp.","[1,750)","No label",NA,"Air Force","Aircraft and Drones","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","SINGLE AWARD",4,"Unterminated",82286454,5,0.1215911,0.1324691,372,2010-09-24,97552121,1,2010,2011-10-01,FALSE,FALSE,0
"1261859",9177994,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","Labeled MDAP","157","Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",82217653,0,0,0,671,2007-08-30,82217653,1,2007,2009-07-01,FALSE,FALSE,0
"1701953",8496588,"Def/Pur","Fixed-Price","FFP or No Fee","No Comp.","[1,750)","No label",NA,"Army","Electronics and Communications","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   2","Def/Pur",1,"Unterminated",82177907,2,0,0,15,2011-09-28,71489.77,1,2011,2011-10-13,FALSE,FALSE,0
"3032249",18700818,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",82151336,0,0,0,335,2010-10-31,88961065,1,2011,2011-10-01,FALSE,FALSE,0
"2967290",9969918,"IDV","Combination or Other","Fixed Fee","Comp.","0","No label",NA,"Air Force","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",6,"Unterminated",82147673,0,0,0,375,2007-05-07,114653351,1,2007,2008-05-16,FALSE,FALSE,0
"4322623",8354263,"Def/Pur","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Army","Other","Just U.S.","R&D","[30m+]","75m+","[~2 months,~7 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","Def/Pur",2,"Unterminated",82130575,1,0,0,180.9583,2011-01-01,71425471,1,2011,2011-06-30,FALSE,FALSE,0
"2335040",24892338,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",18,"Unterminated",82121488,1,0,0,29,2008-09-02,80064.07,1,2008,2008-10-01,FALSE,FALSE,0
"2417978",18801810,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",3,"Unterminated",82105969,0,0,0,764.9583,2007-02-26,64445290,1,2007,2009-03-31,FALSE,FALSE,0
"387611",24502414,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Army","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","MULTIPLE AWARD",1,"Unterminated",82104936,10,0.006793872,0.009999783,319,2007-09-17,55782255,1,2007,2008-08-01,FALSE,FALSE,0
"1376176",4168252,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",32,"Unterminated",82094724,0,0,0,NA,2012-09-14,0,1,2012,NA,NA,FALSE,0
"3142830",24892434,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Other","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",82042680,0,0,0,1,2008-06-23,85461.13,1,2008,2008-06-24,FALSE,FALSE,0
"2996084",20424371,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",148,"Unterminated",81836521,0,0,0,1461,2007-04-01,81836521,1,2007,2011-04-01,FALSE,FALSE,0
"4512327",17781884,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Other","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   2","Other IDV",1,"Unterminated",81789515,2,0.0006113008,0.0007912269,367,2007-09-26,63190472,1,2007,2008-09-27,FALSE,FALSE,0
"2176505",14276517,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Other","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Other IDV",8,"Unterminated",81698697,0,0,0,366,2011-04-29,61535315,1,2011,2012-04-29,FALSE,FALSE,0
"2785072",1362088,"Def/Pur","Combination or Other","FFP or No Fee","No Comp.","[1,750)","No label",NA,"Other DoD","Aircraft and Drones","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",81685910,0,0,0,1979.042,2009-09-01,495429023,1,2009,2015-02-01,TRUE,FALSE,0
"1985543",20430081,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",13,"Unterminated",81612914,0,0,0,207.0417,2011-07-08,115743791,1,2011,2012-01-31,FALSE,FALSE,0
"4779143",10078819,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[1,750)","No label",NA,"Other DoD","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",81575605,0,0,0,1220,2007-03-30,83246326,1,2007,2010-08-01,FALSE,FALSE,0
"3368529",10067792,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","Labeled MDAP","102","Air Force","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   2","SINGLE AWARD",4,"Unterminated",81381232,2,0.01699567,0.01671165,973.9583,2009-01-30,82764361,1,2009,2011-09-30,FALSE,FALSE,0
"1414968",10091680,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[1,750)","No label",NA,"Air Force","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",81273117,0,0,0,726,2009-02-05,76372014,1,2009,2011-02-01,FALSE,FALSE,0
"832039",9970858,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Air Force","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","MULTIPLE AWARD",7,"Unterminated",81231252,3,0,0,512,2010-04-26,81518582,1,2010,2011-09-20,FALSE,FALSE,0
"4073970",24502459,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Army","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","MULTIPLE AWARD",2,"Unterminated",81216844,3,0,0,365,2008-09-25,45966676,1,2008,2009-09-25,FALSE,FALSE,0
"808891",20425575,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",81078452,0,0,0,420,2008-06-06,81078452,1,2008,2009-07-31,FALSE,FALSE,0
"4299166",8518278,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Unlabeled","Any International","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",15,"Terminated",81048411,0,0,0,174.9583,2008-01-09,0,1,2008,2008-07-01,FALSE,TRUE,1
"4473576",9206787,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","Labeled MDAP","115","Army","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","MULTIPLE AWARD",1,"Unterminated",80930896,1,0,0,2616.958,2007-01-31,79954552,1,2007,2014-03-31,FALSE,FALSE,0
"4804724",20430895,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",3,"Unterminated",80929596,0,0,0,396,2011-09-21,137765292,1,2011,2012-10-21,FALSE,FALSE,0
"2842095",24508554,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Weapons and Ammunition","Any International","Products","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","SINGLE AWARD",4,"Unterminated",80917427,5,0.06734216,0.01604103,788,2008-09-09,82236254,1,2008,2010-11-06,FALSE,FALSE,0
"2697823",10060554,"IDV","Combination or Other","Combination or Other Fee","Comp.","[1,750)","No label",NA,"Air Force","Aircraft and Drones","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",6,"Unterminated",80896201,0,0,0,94.04167,2011-09-29,119982086,1,2011,2012-01-01,FALSE,FALSE,0
"991589",9440612,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",3,"Unterminated",80800000,0,0,0,365,2008-09-24,21613358,1,2008,2009-09-24,FALSE,FALSE,0
